@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
79,'2018/02/22 16:13:49:966',1,5.904502,5.904502,5.904502,5.904502,5.904502,5.904502,5.904502,5.904502,9.420803,9.420803,9.420803,9.420803,9.420803,9.420803,9.420803,11.934175,11.934175,11.934175,11.934175,11.934175,13.560162,13.560162,13.560162,13.560162,14.418443,14.418443,14.418443,15.030401,15.030401,15.030401,15.839672,15.839672,16.595165,16.595165,16.718227,16.718227,15.828792,15.828792,13.760635,10.51825,10.51825,6.397772,2.223044,0.972736,2.298264,3.011216,3.580257,4.130041,4.327388,3.715366,2.196696,0.708982,1.194903,0.425061,0.235527,0.114789,0.215574,0.120712,0.197333,0.229613,0.113204,0.265217,0.191315,0.062769,0.137191,0.420296,0.378243,0.16553,0.140412,0.16456,0.348076,0.646095,0.633387,0.287573,0.120866,0.148158,0.28794,0.109988,0.070635,0.069291,0.087529,0.081355,0.045652,0.132661,0.033753,0.122931,0.054366,0.120546,0.042614,0.028356,0.024646,0.024292,0.024941,0.061791,0.068113,0.028415,0.025526,0.020907,0.047002,0.053574,0.028495,0.020383,0.041345,0.040246,?
80,'2018/02/22 16:13:49:982',1,4.420985,4.420985,4.420985,4.420985,4.420985,4.420985,4.420985,4.420985,6.499694,6.499694,6.499694,6.499694,6.499694,6.499694,6.499694,7.716152,7.716152,7.716152,7.716152,7.716152,7.84775,7.84775,7.84775,7.84775,6.806969,6.806969,6.806969,5.12781,5.12781,5.12781,4.04608,4.04608,3.925643,3.925643,4.376312,4.376312,4.868093,4.868093,4.708075,3.745042,3.745042,2.322705,1.227767,0.844474,0.750694,0.946887,0.971478,0.90938,1.023362,1.129319,1.010217,0.475376,0.325576,0.390133,0.250632,0.101051,0.155779,0.196246,0.143572,0.207521,0.237526,0.075448,0.078579,0.08078,0.092782,0.137678,0.05031,0.072891,0.055664,0.052216,0.111694,0.176351,0.112323,0.120464,0.081547,0.039765,0.032628,0.062445,0.045165,0.052234,0.054864,0.017138,0.055649,0.052471,0.050195,0.029888,0.018336,0.020776,0.010955,0.004911,0.007482,0.007971,0.012347,0.012983,0.012135,0.004864,0.006342,0.007756,0.009894,0.008543,0.005942,0.006179,0.008084,0.006543,?
81,'2018/02/22 16:13:49:999',1,0.594045,0.594045,0.594045,0.594045,0.594045,0.594045,0.594045,0.594045,2.100632,2.100632,2.100632,2.100632,2.100632,2.100632,2.100632,4.028167,4.028167,4.028167,4.028167,4.028167,5.699627,5.699627,5.699627,5.699627,6.559011,6.559011,6.559011,6.290809,6.290809,6.290809,4.729378,4.729378,2.296153,2.296153,3.021283,3.021283,4.202257,4.202257,3.963976,2.897203,2.897203,2.226931,2.023139,1.484581,0.876375,0.496828,0.085636,0.323662,0.375675,0.279256,0.864018,1.607567,1.807916,1.839754,1.491249,0.668728,0.74158,0.473438,0.195613,0.162426,0.064772,0.093477,0.074892,0.15795,0.378885,0.152464,0.135478,0.313581,0.381655,0.163672,0.096571,0.371762,0.313007,0.149811,0.102387,0.232164,0.25283,0.208702,0.14214,0.05012,0.038742,0.029044,0.094313,0.065222,0.030327,0.056934,0.023046,0.031447,0.015795,0.009885,0.010015,0.009081,0.01361,0.016347,0.016571,0.008238,0.008744,0.00632,0.014042,0.012483,0.008369,0.006035,0.010849,0.010235,?
82,'2018/02/22 16:13:50:015',1,2.853658,2.853658,2.853658,2.853658,2.853658,2.853658,2.853658,2.853658,4.541179,4.541179,4.541179,4.541179,4.541179,4.541179,4.541179,5.41942,5.41942,5.41942,5.41942,5.41942,5.324414,5.324414,5.324414,5.324414,4.168868,4.168868,4.168868,2.22453,2.22453,2.22453,0.897434,0.897434,1.275849,1.275849,0.742139,0.742139,0.645581,0.645581,1.499537,1.649914,1.649914,1.291791,0.973441,0.930465,0.931837,1.020848,1.028179,0.844419,0.669123,0.545455,0.352209,0.318661,0.375966,0.375195,0.308652,0.253721,0.460048,0.528708,0.349258,0.258626,0.192683,0.070018,0.034826,0.072988,0.100185,0.066513,0.074302,0.100573,0.082822,0.040988,0.079347,0.187282,0.123917,0.067428,0.103824,0.09319,0.133707,0.184122,0.071112,0.081469,0.041187,0.047281,0.075714,0.048768,0.053708,0.020747,0.01424,0.013861,0.014867,0.008533,0.006461,0.009533,0.004346,0.006386,0.008965,0.006327,0.003984,0.00477,0.004786,0.007181,0.003297,0.004063,0.00459,0.005417,?
83,'2018/02/22 16:13:50:032',1,1.437348,1.437348,1.437348,1.437348,1.437348,1.437348,1.437348,1.437348,3.761904,3.761904,3.761904,3.761904,3.761904,3.761904,3.761904,4.210384,4.210384,4.210384,4.210384,4.210384,4.137462,4.137462,4.137462,4.137462,3.799724,3.799724,3.799724,3.143812,3.143812,3.143812,2.318494,2.318494,2.073455,2.073455,2.198282,2.198282,2.099854,2.099854,1.998815,1.922266,1.922266,1.579063,0.982415,0.45957,0.345392,0.3584,0.319047,0.215187,0.060995,0.132505,0.362429,0.623345,0.487637,0.129457,0.047999,0.418526,0.542478,0.283474,0.219449,0.260395,0.293541,0.104345,0.14444,0.271397,0.148135,0.173489,0.149058,0.118105,0.118409,0.065269,0.091369,0.101639,0.073514,0.066487,0.109886,0.120967,0.08879,0.05438,0.055753,0.039243,0.068128,0.058878,0.04725,0.049748,0.029953,0.015137,0.0104,0.006434,0.004171,0.004504,0.007671,0.007329,0.004413,0.005173,0.003098,0.002868,0.004272,0.004272,0.003867,0.002764,0.003029,0.003723,0.002717,0.002752,?
84,'2018/02/22 16:13:50:049',1,0.151792,0.151792,0.151792,0.151792,0.151792,0.151792,0.151792,0.151792,0.562643,0.562643,0.562643,0.562643,0.562643,0.562643,0.562643,0.674622,0.674622,0.674622,0.674622,0.674622,0.276611,0.276611,0.276611,0.276611,1.012693,1.012693,1.012693,2.234879,2.234879,2.234879,2.982283,2.982283,3.027587,3.027587,2.500703,2.500703,1.72375,1.72375,0.94977,0.347349,0.347349,0.288263,0.360005,0.475098,0.582449,0.522538,0.407387,0.418727,0.405857,0.302767,0.318983,0.38711,0.175886,0.316728,0.627695,0.678621,0.270783,0.34902,0.180839,0.096924,0.057175,0.096881,0.067413,0.041475,0.081195,0.144413,0.126853,0.098739,0.154611,0.160991,0.076594,0.129598,0.096703,0.058047,0.085198,0.050863,0.161353,0.084887,0.064515,0.094061,0.042811,0.095873,0.092834,0.062381,0.049396,0.017173,0.00948,0.012832,0.00549,0.009566,0.01226,0.006663,0.00751,0.007465,0.006067,0.006114,0.006448,0.004228,0.00596,0.004616,0.00571,0.003802,0.004857,0.004856,?
85,'2018/02/22 16:13:50:066',1,0.362377,0.362377,0.362377,0.362377,0.362377,0.362377,0.362377,0.362377,0.892457,0.892457,0.892457,0.892457,0.892457,0.892457,0.892457,0.819296,0.819296,0.819296,0.819296,0.819296,0.961305,0.961305,0.961305,0.961305,1.955557,1.955557,1.955557,2.657426,2.657426,2.657426,2.804855,2.804855,2.576135,2.576135,2.273174,2.273174,2.118678,2.118678,1.990844,1.68779,1.68779,1.308431,1.063513,1.013055,1.098911,1.147212,1.014991,0.707124,0.367938,0.310092,0.499787,0.565073,0.322391,0.098508,0.154059,0.094695,0.183196,0.082632,0.155105,0.172508,0.22307,0.07051,0.093995,0.128136,0.181967,0.112794,0.142105,0.164414,0.044438,0.098506,0.100382,0.101491,0.020784,0.110584,0.109283,0.12898,0.118738,0.123694,0.116672,0.028416,0.048296,0.049309,0.101576,0.027034,0.040047,0.018126,0.01231,0.015178,0.014247,0.003222,0.008356,0.006323,0.005109,0.006627,0.009525,0.004087,0.005462,0.003599,0.004213,0.007868,0.002852,0.003978,0.004365,0.005174,?
86,'2018/02/22 16:13:50:082',1,1.296426,1.296426,1.296426,1.296426,1.296426,1.296426,1.296426,1.296426,3.432594,3.432594,3.432594,3.432594,3.432594,3.432594,3.432594,4.705478,4.705478,4.705478,4.705478,4.705478,5.364222,5.364222,5.364222,5.364222,5.203833,5.203833,5.203833,4.227775,4.227775,4.227775,2.762937,2.762937,1.420992,1.420992,0.523348,0.523348,0.65881,0.65881,1.032754,0.934067,0.934067,0.60883,0.408697,0.248818,0.111566,0.181735,0.320321,0.458823,0.45147,0.391282,0.476662,0.448669,0.144056,0.210608,0.331414,0.168168,0.206867,0.184922,0.138139,0.097971,0.260114,0.206544,0.202804,0.190666,0.232868,0.140596,0.121407,0.204552,0.137967,0.158229,0.070799,0.08448,0.137216,0.065872,0.090925,0.104989,0.175044,0.095398,0.040071,0.037594,0.031046,0.05282,0.069924,0.049213,0.036888,0.021231,0.017118,0.015843,0.005854,0.005871,0.006194,0.007433,0.004332,0.008087,0.007713,0.005191,0.004195,0.003101,0.005497,0.00546,0.003746,0.00309,0.00479,0.005115,?
87,'2018/02/22 16:13:50:099',1,0.581771,0.581771,0.581771,0.581771,0.581771,0.581771,0.581771,0.581771,1.978387,1.978387,1.978387,1.978387,1.978387,1.978387,1.978387,2.418308,2.418308,2.418308,2.418308,2.418308,2.475136,2.475136,2.475136,2.475136,2.37387,2.37387,2.37387,2.187173,2.187173,2.187173,1.876782,1.876782,1.577746,1.577746,1.3934,1.3934,1.392126,1.392126,1.548201,1.561625,1.561625,1.288118,0.805718,0.285105,0.180928,0.319685,0.347552,0.489116,0.684444,0.77921,0.716136,0.43691,0.294051,0.336033,0.385394,0.4297,0.403289,0.213758,0.259774,0.360372,0.19414,0.059085,0.048222,0.142982,0.209312,0.229896,0.130773,0.073023,0.086905,0.131635,0.118867,0.036591,0.072898,0.103841,0.068594,0.06265,0.118886,0.063965,0.105495,0.03836,0.03657,0.038119,0.094246,0.051504,0.041225,0.016005,0.003158,0.011881,0.010429,0.005949,0.005294,0.007386,0.004553,0.00245,0.007118,0.005299,0.003711,0.002786,0.002817,0.006357,0.002618,0.002782,0.00365,0.004183,?
88,'2018/02/22 16:13:50:116',1,0.902689,0.902689,0.902689,0.902689,0.902689,0.902689,0.902689,0.902689,1.428838,1.428838,1.428838,1.428838,1.428838,1.428838,1.428838,1.585541,1.585541,1.585541,1.585541,1.585541,1.276227,1.276227,1.276227,1.276227,0.670828,0.670828,0.670828,0.366532,0.366532,0.366532,0.524149,0.524149,0.636279,0.636279,0.874521,0.874521,1.163051,1.163051,1.326248,1.321346,1.321346,1.182915,0.97913,0.811497,0.703521,0.549125,0.372047,0.370063,0.42665,0.408212,0.315233,0.145361,0.383109,0.597082,0.652123,0.610238,0.553615,0.314299,0.123119,0.14698,0.108394,0.219247,0.168083,0.094681,0.141555,0.116088,0.124269,0.04951,0.08665,0.140285,0.072305,0.069322,0.04814,0.14357,0.16736,0.061347,0.090833,0.075847,0.028455,0.032443,0.036197,0.063552,0.060999,0.037022,0.044941,0.019716,0.013421,0.011207,0.006044,0.003955,0.008804,0.008591,0.008748,0.007312,0.005501,0.002354,0.005835,0.006763,0.005745,0.003055,0.004135,0.005719,0.00424,0.002578,?
89,'2018/02/22 16:13:50:132',1,0.671105,0.671105,0.671105,0.671105,0.671105,0.671105,0.671105,0.671105,1.512019,1.512019,1.512019,1.512019,1.512019,1.512019,1.512019,1.977907,1.977907,1.977907,1.977907,1.977907,2.28673,2.28673,2.28673,2.28673,2.418599,2.418599,2.418599,2.317333,2.317333,2.317333,2.018084,2.018084,1.792684,1.792684,1.78499,1.78499,1.668979,1.668979,1.301255,0.896846,0.896846,0.602056,0.3107,0.176297,0.32181,0.38265,0.359043,0.287116,0.210206,0.217137,0.315762,0.512313,0.64598,0.58358,0.273921,0.299873,0.4723,0.379329,0.479168,0.314445,0.14673,0.182615,0.191906,0.38651,0.36341,0.438949,0.755631,1.234794,1.477616,1.338508,1.094451,0.723324,0.507439,0.407353,0.27122,0.251281,0.332069,0.241653,0.119995,0.163226,0.132627,0.062611,0.03276,0.09536,0.099098,0.03942,0.021175,0.029807,0.026342,0.029044,0.011083,0.03989,0.032846,0.015227,0.02033,0.018566,0.011351,0.031437,0.011506,0.017712,0.010238,0.025386,0.01161,0.014244,?
90,'2018/02/22 16:13:50:149',1,0.404515,0.404515,0.404515,0.404515,0.404515,0.404515,0.404515,0.404515,0.828056,0.828056,0.828056,0.828056,0.828056,0.828056,0.828056,1.418819,1.418819,1.418819,1.418819,1.418819,1.99277,1.99277,1.99277,1.99277,2.299316,2.299316,2.299316,2.247244,2.247244,2.247244,1.926806,1.926806,1.488632,1.488632,1.022666,1.022666,0.576801,0.576801,0.228484,0.292307,0.292307,0.415133,0.413583,0.468783,0.560195,0.561774,0.47639,0.324618,0.163156,0.153334,0.177743,0.194941,0.254665,0.229436,0.219959,0.352659,0.489705,0.238271,0.131253,0.146944,0.064807,0.037322,0.07508,0.06059,0.103036,0.048018,0.111167,0.169562,0.100188,0.137065,0.113174,0.10328,0.061849,0.112102,0.097412,0.082734,0.039003,0.052143,0.03415,0.043635,0.075215,0.056162,0.068964,0.047018,0.032889,0.025089,0.006062,0.004679,0.004882,0.008239,0.005229,0.009489,0.007223,0.004207,0.002764,0.004795,0.00405,0.00542,0.003601,0.002205,0.003746,0.004345,0.003082,0.002748,?
91,'2018/02/22 16:13:50:165',1,1.323329,1.323329,1.323329,1.323329,1.323329,1.323329,1.323329,1.323329,2.738431,2.738431,2.738431,2.738431,2.738431,2.738431,2.738431,3.666364,3.666364,3.666364,3.666364,3.666364,4.370355,4.370355,4.370355,4.370355,4.654509,4.654509,4.654509,4.274677,4.274677,4.274677,3.169751,3.169751,1.626719,1.626719,0.26773,0.26773,0.63102,0.63102,0.896413,0.925706,0.925706,0.840051,0.651691,0.397445,0.169073,0.187765,0.427711,0.531955,0.420119,0.204228,0.106823,0.226303,0.441991,0.398937,0.198889,0.174246,0.484942,0.525765,0.256766,0.542323,0.65796,0.349203,0.043508,0.075527,0.180442,0.122207,0.104116,0.204695,0.204653,0.206475,0.176471,0.093756,0.033031,0.081132,0.059415,0.062379,0.069834,0.044297,0.042601,0.057146,0.111188,0.07765,0.034399,0.02743,0.015957,0.012008,0.011707,0.007756,0.004236,0.011334,0.008559,0.00508,0.003425,0.006249,0.004401,0.006328,0.004557,0.003053,0.005359,0.00324,0.005196,0.002478,0.004718,0.004112,?
92,'2018/02/22 16:13:50:182',1,2.057329,2.057329,2.057329,2.057329,2.057329,2.057329,2.057329,2.057329,4.030565,4.030565,4.030565,4.030565,4.030565,4.030565,4.030565,4.578516,4.578516,4.578516,4.578516,4.578516,4.122866,4.122866,4.122866,4.122866,3.235755,3.235755,3.235755,2.781068,2.781068,2.781068,2.382813,2.382813,1.61869,1.61869,0.857735,0.857735,0.488126,0.488126,0.427012,0.353724,0.353724,0.192307,0.228214,0.412899,0.500223,0.494709,0.474837,0.455285,0.382332,0.233259,0.064791,0.082752,0.156031,0.394362,0.477196,0.411141,0.367779,0.377853,0.369206,0.425313,0.559117,0.397635,0.249131,0.191005,0.170323,0.172133,0.136241,0.185627,0.402319,0.151802,0.097921,0.049876,0.059432,0.057359,0.069234,0.075121,0.057141,0.055191,0.061591,0.082081,0.063011,0.065735,0.062162,0.032486,0.030732,0.056234,0.008944,0.0068,0.01097,0.011147,0.007852,0.00786,0.008456,0.004925,0.004862,0.006533,0.004903,0.005411,0.005202,0.004423,0.004831,0.004298,0.004571,0.004041,?
93,'2018/02/22 16:13:50:198',1,7.425142,7.425142,7.425142,7.425142,7.425142,7.425142,7.425142,7.425142,12.719352,12.719352,12.719352,12.719352,12.719352,12.719352,12.719352,14.082685,14.082685,14.082685,14.082685,14.082685,12.842463,12.842463,12.842463,12.842463,8.425758,8.425758,8.425758,2.495396,2.495396,2.495396,6.094212,6.094212,6.017636,6.017636,5.925832,5.925832,6.201723,6.201723,5.306074,3.621997,3.621997,2.195846,1.439695,1.014534,0.833358,0.88154,0.926485,0.937074,0.988592,1.052893,1.001861,0.849077,1.049748,1.138438,0.837735,0.627881,0.44023,0.138733,0.121862,0.224066,0.150105,0.632783,0.799175,0.767152,0.518967,0.471917,0.545271,0.587458,0.588344,1.023754,0.810471,0.354947,0.08194,0.096715,0.110191,0.120614,0.070574,0.084455,0.069278,0.033105,0.059286,0.058757,0.070936,0.102991,0.051842,0.029353,0.036613,0.030546,0.016541,0.012825,0.019135,0.025051,0.017103,0.022936,0.017,0.012341,0.013849,0.017619,0.016572,0.014767,0.011623,0.014833,0.013963,0.013009,?
94,'2018/02/22 16:13:50:215',1,5.715634,5.715634,5.715634,5.715634,5.715634,5.715634,5.715634,5.715634,8.494132,8.494132,8.494132,8.494132,8.494132,8.494132,8.494132,7.014097,7.014097,7.014097,7.014097,7.014097,5.58992,5.58992,5.58992,5.58992,9.628752,9.628752,9.628752,11.537162,11.537162,11.537162,11.36955,11.36955,9.919917,9.919917,7.985751,7.985751,6.3114,6.3114,5.030232,3.635818,3.635818,2.148358,1.073133,0.5548,0.460074,0.585041,0.790663,0.895801,0.837757,0.687179,0.611183,0.829832,1.216515,1.324402,1.17742,0.936845,0.519505,0.305658,0.232311,0.251291,0.634499,0.723244,0.630529,0.759634,0.754211,0.310972,0.277171,0.19486,0.235448,0.891787,0.833187,0.36411,0.251729,0.106115,0.063131,0.126563,0.09791,0.037609,0.037408,0.036669,0.028318,0.062945,0.061381,0.062391,0.05594,0.049553,0.029843,0.039378,0.016209,0.017763,0.021355,0.014467,0.024059,0.025157,0.021093,0.015725,0.014475,0.016383,0.018007,0.014794,0.015426,0.013281,0.016758,0.013906,?
95,'2018/02/22 16:13:50:232',1,5.173854,5.173854,5.173854,5.173854,5.173854,5.173854,5.173854,5.173854,6.542281,6.542281,6.542281,6.542281,6.542281,6.542281,6.542281,5.246939,5.246939,5.246939,5.246939,5.246939,7.831418,7.831418,7.831418,7.831418,10.153456,10.153456,10.153456,10.153193,10.153193,10.153193,9.646332,9.646332,9.94394,9.94394,8.86855,8.86855,5.293494,5.293494,0.983271,2.833275,2.833275,2.196457,1.151593,0.809497,0.543185,0.554115,0.753661,0.747885,0.684684,0.674348,0.544826,0.559527,0.84222,0.791571,0.368454,0.099396,0.152454,0.178765,0.07783,0.147665,0.196368,0.552607,0.497521,0.209729,0.228275,0.269815,0.138809,0.142153,0.168417,0.165774,0.202532,0.22878,0.180936,0.147202,0.100338,0.091523,0.071941,0.04428,0.096425,0.052179,0.048702,0.081087,0.069269,0.056428,0.05234,0.056175,0.028436,0.030305,0.010893,0.01249,0.012332,0.009304,0.015383,0.019974,0.015506,0.010526,0.009133,0.011016,0.013558,0.012948,0.010143,0.00913,0.013209,0.010164,?
96,'2018/02/22 16:13:50:249',1,3.833625,3.833625,3.833625,3.833625,3.833625,3.833625,3.833625,3.833625,9.801498,9.801498,9.801498,9.801498,9.801498,9.801498,9.801498,9.963675,9.963675,9.963675,9.963675,9.963675,9.623923,9.623923,9.623923,9.623923,11.163208,11.163208,11.163208,12.942163,12.942163,12.942163,13.450622,13.450622,12.525432,12.525432,10.288352,10.288352,7.081966,7.081966,3.968207,2.439482,2.439482,1.528616,0.537549,0.323218,0.473473,0.695886,1.099625,1.478083,1.618314,1.500648,1.222852,0.752498,0.397361,0.288891,0.390687,0.378875,0.188747,0.079182,0.050512,0.206062,0.77433,1.340165,0.822504,0.392665,0.75514,0.501103,0.077293,0.175371,0.392133,0.728808,0.444857,0.305713,0.094751,0.14876,0.064338,0.076986,0.145572,0.077781,0.065144,0.046877,0.042147,0.102717,0.07994,0.045311,0.044946,0.042204,0.052652,0.044028,0.01533,0.021123,0.026817,0.022862,0.010754,0.036641,0.021329,0.019974,0.017731,0.013518,0.025316,0.017355,0.017757,0.014482,0.021708,0.017429,?
97,'2018/02/22 16:13:50:265',1,5.646261,5.646261,5.646261,5.646261,5.646261,5.646261,5.646261,5.646261,9.006196,9.006196,9.006196,9.006196,9.006196,9.006196,9.006196,10.286769,10.286769,10.286769,10.286769,10.286769,10.831656,10.831656,10.831656,10.831656,10.951911,10.951911,10.951911,10.863439,10.863439,10.863439,10.744298,10.744298,10.397943,10.397943,9.319006,9.319006,7.292007,7.292007,4.649735,2.207832,2.207832,0.804244,0.651824,0.75394,0.8228,0.920855,1.001631,0.94414,0.793501,0.775331,0.791472,0.54441,0.322235,0.327747,0.18133,0.259642,0.198449,0.130796,0.181582,0.091363,0.249517,0.564814,0.31329,0.182591,0.382574,0.216512,0.223726,0.200398,0.104603,0.069286,0.159468,0.057151,0.106751,0.093704,0.100234,0.078343,0.14535,0.098669,0.078403,0.067744,0.065968,0.035476,0.041678,0.053515,0.024419,0.040629,0.022868,0.044002,0.015857,0.012258,0.009414,0.011359,0.009046,0.021527,0.025293,0.011299,0.009305,0.007874,0.01361,0.016449,0.009547,0.007764,0.014353,0.013061,?
98,'2018/02/22 16:13:50:282',1,1.055052,1.055052,1.055052,1.055052,1.055052,1.055052,1.055052,1.055052,3.044631,3.044631,3.044631,3.044631,3.044631,3.044631,3.044631,4.195518,4.195518,4.195518,4.195518,4.195518,4.771791,4.771791,4.771791,4.771791,4.727981,4.727981,4.727981,4.069427,4.069427,4.069427,2.869416,2.869416,1.5414,1.5414,0.993163,0.993163,0.902225,0.902225,0.54902,0.167969,0.167969,0.174359,0.325827,0.276433,0.017716,0.240705,0.279396,0.081292,0.231251,0.421964,0.439411,0.284185,0.177056,0.202832,0.347011,0.345914,0.126646,0.03941,0.10084,0.036931,0.03745,0.079642,0.050369,0.067987,0.108891,0.181745,0.087799,0.070252,0.117701,0.072396,0.118773,0.079257,0.082006,0.11985,0.123525,0.110375,0.113166,0.064892,0.070301,0.048424,0.044161,0.04651,0.053031,0.081967,0.046276,0.020368,0.008903,0.016211,0.00842,0.006341,0.00497,0.009922,0.006581,0.005427,0.008427,0.004784,0.003708,0.006256,0.003521,0.006332,0.002723,0.005218,0.003788,0.004438,?
99,'2018/02/22 16:13:50:300',1,1.401773,1.401773,1.401773,1.401773,1.401773,1.401773,1.401773,1.401773,2.263179,2.263179,2.263179,2.263179,2.263179,2.263179,2.263179,1.496917,1.496917,1.496917,1.496917,1.496917,0.609462,0.609462,0.609462,0.609462,1.955298,1.955298,1.955298,2.53554,2.53554,2.53554,2.374019,2.374019,1.797883,1.797883,1.012396,1.012396,0.104427,0.104427,0.67507,1.001731,1.001731,0.92184,0.694868,0.593302,0.589827,0.549262,0.493882,0.43628,0.310266,0.147033,0.134671,0.595197,1.094824,1.121499,0.866146,0.877767,1.081017,0.936379,0.652137,1.500357,1.893483,1.82685,0.213302,3.734495,7.856748,8.304549,3.907241,0.77931,2.432059,2.355778,3.890371,1.967607,1.150401,1.017648,0.257278,1.533053,0.931689,1.412576,0.823171,0.870377,0.711423,1.196084,2.184383,2.340354,1.683414,0.463626,0.122661,0.102015,0.131047,0.148775,0.181152,0.30216,0.186772,0.090999,0.061718,0.099252,0.117325,0.164313,0.087836,0.054042,0.088673,0.128199,0.074875,0.062981,?
100,'2018/02/22 16:13:50:315',1,1.241184,1.241184,1.241184,1.241184,1.241184,1.241184,1.241184,1.241184,1.982886,1.982886,1.982886,1.982886,1.982886,1.982886,1.982886,1.67075,1.67075,1.67075,1.67075,1.67075,0.726431,0.726431,0.726431,0.726431,0.794159,0.794159,0.794159,1.424814,1.424814,1.424814,1.647711,1.647711,1.64025,1.64025,1.559545,1.559545,1.438478,1.438478,1.098808,0.503033,0.503033,0.114982,0.33462,0.318877,0.274568,0.224569,0.357807,0.545573,0.595586,0.658505,0.75237,0.571698,0.518616,0.282411,0.241925,0.548502,1.37423,1.431971,1.175825,3.058688,3.172529,1.226815,2.065264,2.891421,5.834461,3.911337,3.566002,1.236385,4.684757,2.781129,2.206746,1.23771,2.251639,0.861397,0.776263,0.954148,0.40783,1.042001,1.195914,0.529765,0.827752,1.439275,2.104887,1.494787,1.767279,0.366334,0.082926,0.07745,0.161047,0.114972,0.175037,0.266652,0.218084,0.078408,0.067321,0.103574,0.130794,0.161038,0.065606,0.070428,0.078362,0.142376,0.065826,0.064117,?
