@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
3089,'2018/02/22 16:20:29:880',13,2.436783,2.436783,2.436783,2.436783,2.436783,2.436783,2.436783,2.436783,5.976873,5.976873,5.976873,5.976873,5.976873,5.976873,5.976873,6.568877,6.568877,6.568877,6.568877,6.568877,5.874874,5.874874,5.874874,5.874874,4.355897,4.355897,4.355897,3.111639,3.111639,3.111639,2.569557,2.569557,1.857583,1.857583,0.883184,0.883184,0.102195,0.102195,0.285797,0.455438,0.455438,0.811872,1.185045,1.322617,1.067693,0.961107,1.365658,1.59481,1.572874,1.50992,1.194548,0.38004,2.895822,5.880165,17.76174,24.118591,23.087309,9.417218,3.01478,0.56635,0.75435,0.242568,0.4556,0.336486,0.351776,0.393864,0.597126,2.616583,0.793862,0.298637,0.157658,0.288363,0.317981,0.180777,0.240457,0.546746,0.207256,0.214091,0.178002,1.752323,0.475076,0.171391,0.120258,0.886749,0.145762,0.110205,0.271386,0.169859,0.115522,0.685008,0.099227,0.491308,0.119321,0.242443,0.130607,0.420818,0.113702,0.297013,0.231675,0.134008,0.256268,0.251624,0.219811,0.22947,4
3090,'2018/02/22 16:20:29:897',13,2.022048,2.022048,2.022048,2.022048,2.022048,2.022048,2.022048,2.022048,4.003527,4.003527,4.003527,4.003527,4.003527,4.003527,4.003527,4.552032,4.552032,4.552032,4.552032,4.552032,4.244092,4.244092,4.244092,4.244092,3.19178,3.19178,3.19178,1.665605,1.665605,1.665605,0.284565,0.284565,0.351701,0.351701,0.391509,0.391509,0.591246,0.591246,0.602639,0.371502,0.371502,0.369996,0.432823,0.437738,0.65438,0.865658,0.497351,0.442679,0.523259,0.416851,0.430844,1.714995,3.056012,7.00903,20.689306,26.386292,24.419235,8.303719,2.651742,1.144114,0.410857,0.710295,0.472768,0.482531,0.465424,0.223209,0.455568,3.828744,2.065182,0.431858,0.39274,0.313303,0.207377,0.207726,0.427612,0.35684,0.200228,0.171543,0.192241,2.144232,0.441371,0.116197,0.144069,1.256967,0.138356,0.08361,0.29605,0.12688,0.088923,0.773817,0.083275,0.691756,0.096741,0.253197,0.101094,0.442277,0.094468,0.43007,0.226236,0.104385,0.270546,0.338299,0.209175,0.226871,4
3091,'2018/02/22 16:20:29:914',13,1.125664,1.125664,1.125664,1.125664,1.125664,1.125664,1.125664,1.125664,0.890428,0.890428,0.890428,0.890428,0.890428,0.890428,0.890428,0.966384,0.966384,0.966384,0.966384,0.966384,0.874697,0.874697,0.874697,0.874697,0.551755,0.551755,0.551755,0.871268,0.871268,0.871268,1.113575,1.113575,1.241945,1.241945,1.537031,1.537031,1.577585,1.577585,1.450184,1.346977,1.346977,1.096288,0.858959,0.748894,0.510617,0.792822,0.943477,0.606714,0.462766,1.197138,0.569167,1.364749,4.60934,8.637009,22.685444,29.09166,27.801664,12.959378,2.95436,1.376402,1.183277,0.985898,0.519713,0.764612,0.550152,0.349662,1.244582,5.313385,2.681898,0.788878,0.304376,0.45276,0.375651,0.579574,1.165368,0.505943,0.346837,0.132547,0.199187,2.849643,0.651455,0.129997,0.249513,1.782107,0.18187,0.113858,0.460647,0.226166,0.175672,1.074922,0.145673,0.972366,0.153879,0.362652,0.178275,0.660171,0.153737,0.614697,0.346846,0.187264,0.406016,0.485747,0.329518,0.354203,4
3092,'2018/02/22 16:20:29:930',13,4.63064,4.63064,4.63064,4.63064,4.63064,4.63064,4.63064,4.63064,9.656127,9.656127,9.656127,9.656127,9.656127,9.656127,9.656127,12.009918,12.009918,12.009918,12.009918,12.009918,12.395893,12.395893,12.395893,12.395893,10.875124,10.875124,10.875124,7.727048,7.727048,7.727048,3.792212,3.792212,0.846163,0.846163,0.791694,0.791694,1.200732,1.200732,1.223454,0.937004,0.937004,0.69344,0.6253,1.007019,0.964068,0.577889,0.857692,1.448438,0.757742,0.959357,0.31019,2.532595,5.121819,10.645692,26.912682,32.798912,30.944439,13.760159,4.351378,2.380511,0.580504,1.075588,0.90459,0.273179,0.464616,0.617256,0.737379,6.076592,3.000267,0.695594,0.457914,0.330475,0.406579,0.547583,1.649595,0.693456,0.358122,0.246807,0.537543,4.016533,1.215914,0.348305,0.383716,2.071349,0.430582,0.329986,0.786458,0.492742,0.369298,1.737536,0.324567,1.149643,0.37004,0.665186,0.391427,1.14414,0.343418,0.775536,0.658939,0.406194,0.740272,0.641142,0.636617,0.65091,4
3093,'2018/02/22 16:22:38:636',14,0.882195,0.882195,0.882195,0.882195,0.882195,0.882195,0.882195,0.882195,0.984841,0.984841,0.984841,0.984841,0.984841,0.984841,0.984841,0.986359,0.986359,0.986359,0.986359,0.986359,1.13964,1.13964,1.13964,1.13964,1.565703,1.565703,1.565703,1.884471,1.884471,1.884471,1.771482,1.771482,1.140779,1.140779,0.214758,0.214758,0.813805,0.813805,1.226646,1.166324,1.166324,0.817506,0.393548,0.048612,0.285044,0.414846,0.39462,0.300253,0.253081,0.290805,0.336874,0.279992,0.123344,0.050491,0.057755,0.065651,0.110407,0.097492,0.107651,0.049465,0.186384,0.248937,0.106705,0.072141,0.03905,0.018453,0.056126,0.117308,0.060449,0.054166,0.055615,0.043232,0.098176,0.070849,0.109518,0.09049,0.051216,0.072574,0.061537,0.038156,0.078687,0.075655,0.065799,0.069796,0.021514,0.012703,0.009097,0.008253,0.006483,0.005421,0.006638,0.009422,0.00445,0.004066,0.004404,0.003237,0.003539,0.005004,0.003109,0.002909,0.002548,0.004108,0.002743,0.002398,3
3094,'2018/02/22 16:22:38:653',14,0.747917,0.747917,0.747917,0.747917,0.747917,0.747917,0.747917,0.747917,2.080183,2.080183,2.080183,2.080183,2.080183,2.080183,2.080183,2.420004,2.420004,2.420004,2.420004,2.420004,2.111025,2.111025,2.111025,2.111025,1.319488,1.319488,1.319488,0.588019,0.588019,0.588019,0.459949,0.459949,0.407488,0.407488,0.524611,0.524611,0.741392,0.741392,0.731541,0.49859,0.49859,0.224468,0.227172,0.34664,0.257507,0.029016,0.21168,0.187363,0.029816,0.233744,0.332784,0.163166,0.163061,0.233499,0.361187,0.380848,0.181077,0.341544,0.151062,0.080827,0.160095,0.075787,0.142016,0.165652,0.106795,0.109906,0.152761,0.143798,0.044179,0.062541,0.046879,0.123407,0.095589,0.085185,0.11484,0.0779,0.079322,0.059842,0.074957,0.038319,0.104886,0.058705,0.071112,0.060586,0.05763,0.032305,0.014323,0.006836,0.008858,0.008775,0.009224,0.00649,0.008165,0.004376,0.004416,0.005292,0.004762,0.00398,0.004455,0.003893,0.004209,0.002823,0.004032,0.003611,3
3095,'2018/02/22 16:22:38:669',14,0.47121,0.47121,0.47121,0.47121,0.47121,0.47121,0.47121,0.47121,0.909917,0.909917,0.909917,0.909917,0.909917,0.909917,0.909917,1.498842,1.498842,1.498842,1.498842,1.498842,2.103003,2.103003,2.103003,2.103003,2.33471,2.33471,2.33471,2.037282,2.037282,2.037282,1.365187,1.365187,0.601273,0.601273,0.17619,0.17619,0.360765,0.360765,0.525093,1.055683,1.055683,1.448019,1.39501,0.937327,0.313194,0.257741,0.563395,0.735524,0.805709,0.723736,0.496685,0.184331,0.237698,0.265503,0.358903,0.233181,0.339555,0.24344,0.415343,0.308244,0.263838,0.146572,0.03316,0.167252,0.154382,0.037031,0.11601,0.09695,0.037547,0.090576,0.084059,0.094738,0.095384,0.140469,0.498994,0.340869,0.387529,0.408548,0.10833,0.046185,0.149577,0.265898,0.143877,0.070587,0.073203,0.044928,0.030366,0.033152,0.02661,0.0108,0.018051,0.010714,0.011227,0.012625,0.018973,0.007281,0.00847,0.006902,0.008659,0.011989,0.00663,0.00628,0.007356,0.009998,3
3096,'2018/02/22 16:22:38:686',14,2.386779,2.386779,2.386779,2.386779,2.386779,2.386779,2.386779,2.386779,4.055733,4.055733,4.055733,4.055733,4.055733,4.055733,4.055733,4.762721,4.762721,4.762721,4.762721,4.762721,4.384473,4.384473,4.384473,4.384473,2.820755,2.820755,2.820755,0.258172,0.258172,0.258172,3.171751,3.171751,5.344847,5.344847,6.790744,6.790744,7.640377,7.640377,8.038799,8.121164,8.121164,7.927247,7.420022,6.607725,5.602915,4.565266,3.591828,2.688206,1.849501,1.121048,0.598913,0.523723,0.828739,0.929834,0.774224,0.496234,0.11944,0.238343,0.214124,0.251808,0.440786,0.303286,0.098479,0.228528,0.311315,0.336251,0.252756,0.103625,0.167853,0.11082,0.081437,0.078502,0.059058,0.134827,0.38379,0.17525,0.220705,0.311959,0.105667,0.089068,0.134038,0.130615,0.081691,0.107533,0.044225,0.088147,0.027401,0.045149,0.043376,0.016714,0.020612,0.011617,0.020993,0.020131,0.039266,0.00981,0.014915,0.006563,0.01936,0.026217,0.01323,0.006428,0.015407,0.020844,3
3097,'2018/02/22 16:22:38:702',14,1.361341,1.361341,1.361341,1.361341,1.361341,1.361341,1.361341,1.361341,2.233585,2.233585,2.233585,2.233585,2.233585,2.233585,2.233585,2.106273,2.106273,2.106273,2.106273,2.106273,1.683156,1.683156,1.683156,1.683156,2.144011,2.144011,2.144011,2.719732,2.719732,2.719732,2.703589,2.703589,2.246303,2.246303,1.720613,1.720613,1.366016,1.366016,1.195181,1.106193,1.106193,0.925591,0.511148,0.064975,0.489672,0.569058,0.373201,0.114305,0.069123,0.122308,0.154569,0.174379,0.118803,0.078319,0.235194,0.331756,0.240843,0.226799,0.311163,0.290708,0.2272,0.200589,0.251372,0.223275,0.132257,0.055993,0.020263,0.02275,0.141477,0.053425,0.040512,0.103151,0.06255,0.176316,0.17097,0.120158,0.139326,0.121437,0.170033,0.100297,0.196076,0.203605,0.071972,0.129068,0.074823,0.045029,0.012529,0.015155,0.015757,0.019818,0.026036,0.013807,0.014238,0.00916,0.00907,0.010961,0.014,0.010433,0.007519,0.006585,0.011461,0.008276,0.00772,0.006468,3
3098,'2018/02/22 16:22:38:719',14,0.421193,0.421193,0.421193,0.421193,0.421193,0.421193,0.421193,0.421193,0.506676,0.506676,0.506676,0.506676,0.506676,0.506676,0.506676,1.228866,1.228866,1.228866,1.228866,1.228866,2.039108,2.039108,2.039108,2.039108,2.401611,2.401611,2.401611,2.068007,2.068007,2.068007,1.207134,1.207134,1.00328,1.00328,1.563655,1.563655,1.744947,1.744947,1.557369,1.18782,1.18782,0.778569,0.419298,0.16734,0.135808,0.195628,0.17844,0.197255,0.36194,0.495346,0.500149,0.297497,0.094587,0.214722,0.307799,0.302168,0.177513,0.208777,0.137361,0.124555,0.28212,0.167742,0.036054,0.07898,0.089919,0.13057,0.096922,0.063944,0.076221,0.082569,0.08372,0.029704,0.169852,0.149041,0.111982,0.066955,0.123454,0.084547,0.042989,0.052105,0.069726,0.057872,0.04606,0.037844,0.032172,0.022057,0.00643,0.00983,0.006135,0.004889,0.004696,0.007189,0.005176,0.005858,0.00518,0.002906,0.00376,0.004078,0.004064,0.003662,0.002698,0.003867,0.003201,0.003081,3
3099,'2018/02/22 16:22:38:736',14,1.431126,1.431126,1.431126,1.431126,1.431126,1.431126,1.431126,1.431126,3.170901,3.170901,3.170901,3.170901,3.170901,3.170901,3.170901,3.862458,3.862458,3.862458,3.862458,3.862458,3.616447,3.616447,3.616447,3.616447,2.580642,2.580642,2.580642,1.627286,1.627286,1.627286,1.506732,1.506732,1.2817,1.2817,0.643655,0.643655,0.149562,0.149562,0.641667,0.709507,0.709507,0.468155,0.155759,0.128161,0.245696,0.32952,0.419868,0.426172,0.280834,0.044622,0.150465,0.185977,0.049503,0.067872,0.118228,0.172444,0.247623,0.252884,0.211831,0.141926,0.127407,0.115053,0.075681,0.060034,0.06435,0.096726,0.061053,0.064183,0.059651,0.081362,0.061569,0.078546,0.096665,0.088321,0.086931,0.090213,0.06047,0.043478,0.04956,0.063623,0.046256,0.045407,0.077527,0.046996,0.0234,0.023331,0.005642,0.007101,0.004162,0.008102,0.00481,0.007387,0.004284,0.005041,0.00379,0.004553,0.00367,0.002556,0.003975,0.002944,0.003875,0.001844,0.003683,0.00304,3
3100,'2018/02/22 16:22:38:753',14,1.67994,1.67994,1.67994,1.67994,1.67994,1.67994,1.67994,1.67994,3.065116,3.065116,3.065116,3.065116,3.065116,3.065116,3.065116,3.428102,3.428102,3.428102,3.428102,3.428102,2.87445,2.87445,2.87445,2.87445,1.653162,1.653162,1.653162,0.679924,0.679924,0.679924,1.123173,1.123173,1.286436,1.286436,0.927817,0.927817,0.42027,0.42027,0.695189,1.058077,1.058077,1.118084,0.909272,0.581888,0.272018,0.09093,0.313034,0.548622,0.664993,0.591709,0.35566,0.246035,0.394819,0.289687,0.235665,0.250955,0.16669,0.116827,0.13123,0.055213,0.096087,0.046427,0.033496,0.168231,0.111346,0.103836,0.104759,0.097041,0.10303,0.082768,0.093244,0.035184,0.063349,0.07212,0.063488,0.061241,0.068358,0.081607,0.059957,0.060076,0.053112,0.057164,0.047098,0.047521,0.020184,0.037548,0.016073,0.008814,0.010903,0.007737,0.008088,0.005277,0.005805,0.006767,0.007524,0.00518,0.00433,0.003341,0.004635,0.005889,0.003878,0.00233,0.004044,0.004907,3
3101,'2018/02/22 16:22:38:769',14,0.371158,0.371158,0.371158,0.371158,0.371158,0.371158,0.371158,0.371158,0.745192,0.745192,0.745192,0.745192,0.745192,0.745192,0.745192,1.157995,1.157995,1.157995,1.157995,1.157995,2.002351,2.002351,2.002351,2.002351,2.497476,2.497476,2.497476,2.353618,2.353618,2.353618,1.716466,1.716466,0.964073,0.964073,0.445184,0.445184,0.315768,0.315768,0.422568,0.492566,0.492566,0.426135,0.327441,0.346754,0.413371,0.434794,0.34569,0.201952,0.137755,0.198743,0.302382,0.347271,0.307567,0.176945,0.069526,0.148406,0.270413,0.309507,0.087387,0.194453,0.226321,0.095776,0.072395,0.121839,0.09742,0.047724,0.061043,0.077722,0.057693,0.07253,0.099304,0.081082,0.060061,0.072397,0.078579,0.105292,0.055366,0.032509,0.042548,0.075648,0.091914,0.085617,0.046234,0.060774,0.020438,0.020716,0.016813,0.007742,0.005574,0.010686,0.00919,0.007798,0.003699,0.005851,0.004507,0.005873,0.005427,0.003287,0.00433,0.003657,0.004701,0.003161,0.00411,0.00401,3
3102,'2018/02/22 16:22:38:786',14,0.77339,0.77339,0.77339,0.77339,0.77339,0.77339,0.77339,0.77339,0.613153,0.613153,0.613153,0.613153,0.613153,0.613153,0.613153,0.314729,0.314729,0.314729,0.314729,0.314729,1.029878,1.029878,1.029878,1.029878,1.501346,1.501346,1.501346,1.325132,1.325132,1.325132,0.702395,0.702395,0.119415,0.119415,0.29051,0.29051,0.688653,0.688653,0.901943,0.817475,0.817475,0.58177,0.391486,0.264662,0.175824,0.171134,0.264241,0.342844,0.285765,0.125467,0.094886,0.170393,0.196673,0.152167,0.135376,0.146849,0.127692,0.09367,0.083944,0.215047,0.21026,0.229871,0.198735,0.115744,0.180579,0.153732,0.074614,0.193607,0.102022,0.07735,0.124637,0.081056,0.125033,0.079549,0.091486,0.097554,0.086097,0.049002,0.077598,0.074649,0.08127,0.061233,0.062444,0.051188,0.034126,0.029568,0.013691,0.007168,0.006609,0.007348,0.004522,0.008317,0.003735,0.004635,0.003096,0.003954,0.003216,0.003529,0.003068,0.002704,0.002274,0.003296,0.002453,0.002595,3
3103,'2018/02/22 16:22:38:802',14,1.459145,1.459145,1.459145,1.459145,1.459145,1.459145,1.459145,1.459145,2.962728,2.962728,2.962728,2.962728,2.962728,2.962728,2.962728,3.250485,3.250485,3.250485,3.250485,3.250485,2.579104,2.579104,2.579104,2.579104,1.734723,1.734723,1.734723,1.985138,1.985138,1.985138,2.062214,2.062214,1.460448,1.460448,0.610954,0.610954,0.543268,0.543268,0.86523,0.954149,0.954149,0.900905,0.822997,0.776797,0.70546,0.50764,0.185948,0.18008,0.36367,0.367039,0.229784,0.093431,0.246605,0.172371,0.022446,0.067855,0.052851,0.147081,0.132807,0.118632,0.127044,0.171259,0.097251,0.122095,0.092404,0.052682,0.045581,0.04859,0.03289,0.171889,0.099994,0.068718,0.044086,0.070887,0.063034,0.051033,0.067134,0.074806,0.088592,0.027915,0.076671,0.051066,0.033564,0.058926,0.04267,0.013593,0.007664,0.007226,0.008679,0.005072,0.005935,0.005608,0.004808,0.003616,0.005176,0.004036,0.003544,0.003001,0.003402,0.004243,0.002868,0.002132,0.003288,0.003291,3
3104,'2018/02/22 16:22:38:819',14,0.375163,0.375163,0.375163,0.375163,0.375163,0.375163,0.375163,0.375163,0.462168,0.462168,0.462168,0.462168,0.462168,0.462168,0.462168,1.687288,1.687288,1.687288,1.687288,1.687288,2.928278,2.928278,2.928278,2.928278,3.250167,3.250167,3.250167,2.617761,2.617761,2.617761,1.61832,1.61832,1.098389,1.098389,0.800077,0.800077,0.525713,0.525713,0.789717,0.986785,0.986785,0.899553,0.608121,0.249555,0.131341,0.332553,0.429273,0.384303,0.218842,0.089034,0.211885,0.277959,0.195722,0.08155,0.064688,0.043094,0.080098,0.123921,0.157184,0.160651,0.222061,0.132571,0.104558,0.141504,0.085384,0.143386,0.111444,0.086956,0.139094,0.163649,0.090486,0.037188,0.062463,0.083161,0.042577,0.042003,0.095456,0.109705,0.069773,0.026823,0.050118,0.072383,0.062288,0.049171,0.022982,0.020138,0.007606,0.010422,0.011191,0.00579,0.007347,0.006713,0.004644,0.004303,0.00729,0.004662,0.004541,0.002964,0.003455,0.005641,0.003315,0.002536,0.00338,0.004546,3
3105,'2018/02/22 16:22:38:836',14,0.814837,0.814837,0.814837,0.814837,0.814837,0.814837,0.814837,0.814837,0.823054,0.823054,0.823054,0.823054,0.823054,0.823054,0.823054,1.562317,1.562317,1.562317,1.562317,1.562317,2.737252,2.737252,2.737252,2.737252,3.132421,3.132421,3.132421,2.544938,2.544938,2.544938,1.347841,1.347841,0.521905,0.521905,0.902793,0.902793,1.167234,1.167234,1.123389,0.825422,0.825422,0.472319,0.207729,0.073949,0.216831,0.33228,0.35078,0.284089,0.179701,0.096957,0.06669,0.076319,0.231255,0.24405,0.169456,0.105223,0.06768,0.06991,0.107166,0.078503,0.101491,0.083433,0.108498,0.216878,0.134276,0.050572,0.049161,0.108853,0.073971,0.064713,0.08736,0.038232,0.044173,0.057773,0.159577,0.060578,0.115148,0.055126,0.042222,0.02338,0.05665,0.04959,0.03265,0.033787,0.030918,0.00572,0.012824,0.008302,0.004467,0.0056,0.005717,0.005289,0.004474,0.006547,0.003381,0.003945,0.003777,0.003453,0.004889,0.002694,0.003353,0.002889,0.003686,0.002834,3
3106,'2018/02/22 16:22:38:852',14,1.115295,1.115295,1.115295,1.115295,1.115295,1.115295,1.115295,1.115295,1.947273,1.947273,1.947273,1.947273,1.947273,1.947273,1.947273,2.086581,2.086581,2.086581,2.086581,2.086581,1.643279,1.643279,1.643279,1.643279,1.008471,1.008471,1.008471,1.016657,1.016657,1.016657,1.221391,1.221391,1.287687,1.287687,1.255847,1.255847,1.055908,1.055908,0.647823,0.088398,0.088398,0.489717,0.716737,0.650543,0.52762,0.475024,0.409697,0.326937,0.249029,0.170079,0.089669,0.05496,0.079647,0.172355,0.193914,0.174954,0.178246,0.232575,0.169478,0.04475,0.105962,0.084626,0.185476,0.195241,0.193219,0.175364,0.299449,0.08258,0.032078,0.122216,0.16985,0.083213,0.071234,0.160571,0.223709,0.334686,0.243122,0.164828,0.070515,0.088864,0.075078,0.084697,0.078162,0.079689,0.061186,0.03365,0.018356,0.02286,0.009992,0.008937,0.01259,0.009759,0.006613,0.011674,0.010094,0.005797,0.007683,0.005155,0.009006,0.005732,0.006934,0.004579,0.007616,0.005587,3
3107,'2018/02/22 16:22:38:869',14,0.636091,0.636091,0.636091,0.636091,0.636091,0.636091,0.636091,0.636091,1.970694,1.970694,1.970694,1.970694,1.970694,1.970694,1.970694,2.553827,2.553827,2.553827,2.553827,2.553827,2.739561,2.739561,2.739561,2.739561,2.566525,2.566525,2.566525,2.259108,2.259108,2.259108,2.033211,2.033211,1.802732,1.802732,1.405389,1.405389,0.979259,0.979259,0.7941,0.612453,0.612453,0.230132,0.162677,0.327983,0.284609,0.210633,0.235778,0.31879,0.398939,0.436573,0.397624,0.266848,0.278077,0.257168,0.151035,0.077595,0.235584,0.180888,0.109562,0.220971,0.247249,0.102907,0.032163,0.065621,0.1365,0.10733,0.06896,0.073618,0.039187,0.029826,0.08068,0.080723,0.05111,0.027301,0.030142,0.043338,0.05138,0.044395,0.033016,0.030921,0.065215,0.034324,0.050603,0.025084,0.043071,0.03286,0.004612,0.004524,0.004424,0.005735,0.00517,0.00269,0.005984,0.004099,0.002766,0.003295,0.003063,0.00252,0.00355,0.002102,0.002896,0.00203,0.002736,0.002291,3
3108,'2018/02/22 16:22:38:886',14,1.306243,1.306243,1.306243,1.306243,1.306243,1.306243,1.306243,1.306243,2.498203,2.498203,2.498203,2.498203,2.498203,2.498203,2.498203,3.057115,3.057115,3.057115,3.057115,3.057115,2.978171,2.978171,2.978171,2.978171,2.644635,2.644635,2.644635,2.558037,2.558037,2.558037,2.409518,2.409518,1.876599,1.876599,1.172268,1.172268,0.801618,0.801618,0.869473,0.965588,0.965588,0.969093,0.843542,0.602986,0.337737,0.108876,0.129965,0.269644,0.347848,0.392339,0.425677,0.420274,0.308216,0.137201,0.220554,0.258583,0.169382,0.192183,0.084771,0.063632,0.097879,0.115683,0.141596,0.073615,0.029442,0.096665,0.097247,0.09259,0.102531,0.045248,0.053141,0.128074,0.152341,0.101952,0.08887,0.08519,0.048509,0.055354,0.070447,0.044164,0.109424,0.055688,0.043181,0.059828,0.022401,0.022462,0.014574,0.009195,0.007754,0.008179,0.00733,0.010486,0.007652,0.006033,0.005077,0.004227,0.005105,0.007357,0.00416,0.004115,0.003654,0.006316,0.003418,0.003084,3
3109,'2018/02/22 16:22:38:902',14,1.359113,1.359113,1.359113,1.359113,1.359113,1.359113,1.359113,1.359113,2.80891,2.80891,2.80891,2.80891,2.80891,2.80891,2.80891,3.70152,3.70152,3.70152,3.70152,3.70152,3.939644,3.939644,3.939644,3.939644,3.519486,3.519486,3.519486,2.655629,2.655629,2.655629,1.557996,1.557996,0.586024,0.586024,1.013164,1.013164,1.379287,1.379287,1.252695,0.860245,0.860245,0.483255,0.311888,0.359987,0.478147,0.591918,0.617123,0.518217,0.34293,0.159857,0.015591,0.188268,0.309984,0.343122,0.275007,0.142899,0.146599,0.192617,0.100639,0.090141,0.082297,0.082277,0.070046,0.091038,0.04075,0.064649,0.047435,0.069089,0.070047,0.08443,0.06817,0.052055,0.026801,0.064677,0.077852,0.123601,0.058648,0.069635,0.058501,0.030294,0.022644,0.082761,0.030083,0.042661,0.04125,0.017993,0.017851,0.009494,0.003413,0.003471,0.007501,0.005831,0.006377,0.007325,0.004332,0.002642,0.004585,0.004616,0.005307,0.002564,0.003492,0.004081,0.004007,0.003036,3
3110,'2018/02/22 16:22:38:919',14,0.716904,0.716904,0.716904,0.716904,0.716904,0.716904,0.716904,0.716904,1.456005,1.456005,1.456005,1.456005,1.456005,1.456005,1.456005,1.56034,1.56034,1.56034,1.56034,1.56034,1.28016,1.28016,1.28016,1.28016,0.93397,0.93397,0.93397,0.902117,0.902117,0.902117,0.865437,0.865437,0.463855,0.463855,0.304212,0.304212,1.058096,1.058096,1.423707,1.230571,1.230571,0.592584,0.171269,0.468494,0.439906,0.328712,0.225361,0.154972,0.235781,0.286683,0.278021,0.240342,0.214462,0.258165,0.356024,0.324068,0.238881,0.06646,0.140026,0.162491,0.136456,0.106504,0.06758,0.036568,0.068369,0.048877,0.108679,0.089174,0.097691,0.064436,0.118855,0.056438,0.036051,0.053187,0.020091,0.085142,0.091528,0.049208,0.065634,0.077898,0.046887,0.038886,0.059284,0.031585,0.015058,0.019796,0.005129,0.0087,0.00585,0.008414,0.00756,0.006653,0.004786,0.004521,0.003892,0.00523,0.004456,0.004382,0.003864,0.002878,0.004081,0.003623,0.003389,0.002858,3
